pango,root,total_samples,max_descendants,min_descendants,parent_max_descendants,parent_min_descendants,diff,diff_parent,relative_diff,relative_diff_parent
AY.11,242085,497,497,497,497,497,0,0,0.0,0.0
AY.110,296845,704,660,660,704,704,44,0,0.0625,0.0
AY.111,232258,4483,4464,4464,4483,4483,19,0,0.004238233325897837,0.0
AY.112,407132,137,45,45,45,45,92,92,0.6715328467153284,0.6715328467153284
AY.112.1,499462,1,1,1,1,1,0,0,0.0,0.0
AY.112.2,480812,195,195,195,195,195,0,0,0.0,0.0
AY.113,453698,1967,1807,1790,1807,1790,160,160,0.0813421453990849,0.0813421453990849
AY.114,293131,1209,86,83,86,84,1123,1123,0.9288668320926385,0.9288668320926385
AY.116,291940,97,92,91,95,95,5,2,0.05154639175257732,0.020618556701030927
AY.116.1,309769,888,888,865,888,865,0,0,0.0,0.0
AY.117,269306,3565,3529,3490,3529,3490,36,36,0.010098176718092567,0.010098176718092567
AY.118,290769,4196,4153,4153,4196,4196,43,0,0.010247855100095328,0.0
AY.119,249656,8928,8606,8576,8928,8926,322,0,0.0360663082437276,0.0
AY.119.2,319466,3628,3447,3414,3447,3414,181,181,0.04988974641675854,0.04988974641675854
AY.120,251611,18906,18882,18851,18906,18887,24,0,0.0012694382735639479,0.0
AY.120.1,298065,671,648,637,653,642,23,18,0.03427719821162444,0.026825633383010434
AY.120.2,294287,21,21,21,21,21,0,0,0.0,0.0
AY.120.2.1,306234,38,38,38,38,38,0,0,0.0,0.0
AY.121,291891,1485,1485,1485,1485,1485,0,0,0.0,0.0
AY.121.1,656960,240,240,240,240,240,0,0,0.0,0.0
AY.122,220184,14992,14992,14990,14992,14992,0,0,0.0,0.0
AY.122.1,391655,25,22,22,22,22,3,3,0.12,0.12
AY.122.2,220181,682,682,682,682,682,0,0,0.0,0.0
AY.122.4,600815,133,133,133,133,133,0,0,0.0,0.0
AY.122.6,827589,20,20,20,20,20,0,0,0.0,0.0
AY.123,629146,27,27,27,27,27,0,0,0.0,0.0
AY.123.1,798856,8,8,8,8,8,0,0,0.0,0.0
AY.124,264040,1361,1360,1355,1361,1361,1,0,0.0007347538574577516,0.0
AY.124.1,338116,126,126,126,126,126,0,0,0.0,0.0
AY.124.1.1,305697,67,67,67,67,67,0,0,0.0,0.0
AY.125,352974,1015,1007,965,1007,965,8,8,0.007881773399014778,0.007881773399014778
AY.126,248061,1348,788,787,1158,1150,560,190,0.41543026706231456,0.14094955489614244
AY.127,460788,2726,2707,2707,2715,2715,19,11,0.006969919295671314,0.004035216434336023
AY.127.1,591651,16,15,15,16,16,1,0,0.0625,0.0
AY.128,355174,163,163,163,163,163,0,0,0.0,0.0
AY.129,403547,263,261,256,261,256,2,2,0.0076045627376425855,0.0076045627376425855
AY.13,253813,1627,1627,1627,1627,1627,0,0,0.0,0.0
AY.14,255962,3668,3668,3668,3668,3668,0,0,0.0,0.0
AY.15,353072,20,20,20,20,20,0,0,0.0,0.0
AY.16,320726,125,125,125,125,125,0,0,0.0,0.0
AY.16.1,369002,4,4,4,4,4,0,0,0.0,0.0
AY.17,284867,13,13,13,13,13,0,0,0.0,0.0
AY.19,291736,14,14,14,14,14,0,0,0.0,0.0
AY.2,282410,483,483,483,483,483,0,0,0.0,0.0
AY.20,294288,3815,3741,3732,3741,3732,74,74,0.019397116644823065,0.019397116644823065
AY.20.1,834170,8,8,8,8,8,0,0,0.0,0.0
AY.22,283076,89,89,89,89,89,0,0,0.0,0.0
AY.23,300996,84,84,84,84,84,0,0,0.0,0.0
AY.23.1,729135,1,1,1,1,1,0,0,0.0,0.0
AY.23.2,445456,10,10,10,10,10,0,0,0.0,0.0
AY.24,296836,94,93,93,94,94,1,0,0.010638297872340425,0.0
AY.25,257338,32785,32785,32781,32785,32781,0,0,0.0,0.0
AY.25.1,287459,16666,16591,16582,16666,16661,75,0,0.0045001800072002884,0.0
AY.25.1.1,720018,45,39,39,39,39,6,6,0.13333333333333333,0.13333333333333333
AY.25.1.2,815678,4,3,3,3,3,1,1,0.25,0.25
AY.25.2,748388,3,2,2,3,3,1,0,0.3333333333333333,0.0
AY.25.3,342180,282,265,265,282,282,17,0,0.06028368794326241,0.0
AY.26,243809,8187,8186,8186,8187,8187,1,0,0.00012214486380847684,0.0
AY.27,697669,46,46,46,46,46,0,0,0.0,0.0
AY.28,420024,12,12,12,12,12,0,0,0.0,0.0
AY.29,269371,17,13,13,17,17,4,0,0.23529411764705882,0.0
AY.29.1,494310,1,1,1,1,1,0,0,0.0,0.0
AY.3,272109,37227,37222,37204,37222,37204,5,5,0.00013431111827437076,0.00013431111827437076
AY.3.1,309699,2843,2843,2842,2843,2842,0,0,0.0,0.0
AY.3.3,550558,204,204,204,204,204,0,0,0.0,0.0
AY.30,411831,10,10,10,10,10,0,0,0.0,0.0
AY.32,294240,133,133,133,133,133,0,0,0.0,0.0
AY.33,307360,949,949,949,949,949,0,0,0.0,0.0
AY.33.2,582689,17,17,17,17,17,0,0,0.0,0.0
AY.34,353135,1442,1442,1442,1442,1442,0,0,0.0,0.0
AY.34.1,353130,1465,1464,1464,1464,1464,1,1,0.0006825938566552901,0.0006825938566552901
AY.34.1.1,463244,11,9,9,9,9,2,2,0.18181818181818182,0.18181818181818182
AY.34.2,428175,193,193,193,193,193,0,0,0.0,0.0
AY.35,286263,270,270,270,270,270,0,0,0.0,0.0
AY.36,314641,2510,2510,2510,2510,2510,0,0,0.0,0.0
AY.36.1,598070,14,14,14,14,14,0,0,0.0,0.0
AY.37,280338,674,674,674,674,674,0,0,0.0,0.0
AY.38,220057,224,224,224,224,224,0,0,0.0,0.0
AY.39,250694,11531,10750,10573,11531,11530,781,0,0.06773046570115342,0.0
AY.39.1,289536,1827,1650,1646,1650,1646,177,177,0.09688013136288999,0.09688013136288999
AY.39.1.2,434052,2,2,2,2,2,0,0,0.0,0.0
AY.39.2,325267,32,32,32,32,32,0,0,0.0,0.0
AY.39.3,521885,5,3,3,3,3,2,2,0.4,0.4
AY.4,238065,508038,507890,507166,507956,507912,148,82,0.00029131679126364566,0.0001614052492136415
AY.4.1,297207,943,943,940,943,940,0,0,0.0,0.0
AY.4.10,804437,320,320,320,320,320,0,0,0.0,0.0
AY.4.11,329620,193,189,189,189,189,4,4,0.02072538860103627,0.02072538860103627
AY.4.12,359084,6,5,5,5,5,1,1,0.16666666666666666,0.16666666666666666
AY.4.13,707314,40,40,40,40,40,0,0,0.0,0.0
AY.4.14,429801,1,1,1,1,1,0,0,0.0,0.0
AY.4.15,851260,4,4,4,4,4,0,0,0.0,0.0
AY.4.2,280324,54607,54499,54344,54500,54345,108,107,0.0019777684179683925,0.001959455747431648
AY.4.2.1,351567,11295,11277,11268,11277,11268,18,18,0.0015936254980079682,0.0015936254980079682
AY.4.2.2,347712,19347,18751,18740,19339,19328,596,8,0.030805809686256267,0.00041350080115780223
AY.4.2.3,425064,1014,979,979,1012,1012,35,2,0.03451676528599606,0.0019723865877712033
AY.4.2.5,694911,530,530,530,530,530,0,0,0.0,0.0
AY.4.3,261723,1020,427,427,1020,1019,593,0,0.5813725490196079,0.0
AY.4.4,338148,182,166,166,166,166,16,16,0.08791208791208792,0.08791208791208792
AY.4.5,286403,1038,986,986,1037,1037,52,1,0.05009633911368015,0.0009633911368015414
AY.4.6,302626,34,34,34,34,34,0,0,0.0,0.0
AY.4.7,273938,90,85,84,85,84,5,5,0.05555555555555555,0.05555555555555555
AY.4.8,329783,2969,2969,2969,2969,2969,0,0,0.0,0.0
AY.4.9,287617,374,260,260,353,352,114,21,0.3048128342245989,0.05614973262032086
AY.41,383171,37,37,37,37,37,0,0,0.0,0.0
AY.42,530673,954,953,847,954,954,1,0,0.0010482180293501049,0.0
AY.42.1,337833,9,9,9,9,9,0,0,0.0,0.0
AY.43,361037,28295,28271,28269,28295,28294,24,0,0.0008482063968899098,0.0
AY.43.1,701504,1,1,1,1,1,0,0,0.0,0.0
AY.43.3,593045,102,88,88,102,102,14,0,0.13725490196078433,0.0
AY.43.4,670514,11,8,8,11,11,3,0,0.2727272727272727,0.0
AY.43.5,782394,51,51,51,51,51,0,0,0.0,0.0
AY.43.6,547780,57,57,57,57,57,0,0,0.0,0.0
AY.43.7,826210,4,3,3,3,3,1,1,0.25,0.25
AY.43.8,388153,129,123,123,128,128,6,1,0.046511627906976744,0.007751937984496124
AY.43.9,579997,68,68,68,68,68,0,0,0.0,0.0
AY.44,252784,50424,50423,50392,50424,50422,1,0,1.983182611454863e-05,0.0
AY.45,271971,460,458,458,460,460,2,0,0.004347826086956522,0.0
AY.46,278520,632,596,595,632,631,36,0,0.056962025316455694,0.0
AY.46.1,467472,432,432,431,432,431,0,0,0.0,0.0
AY.46.2,305853,31,31,31,31,31,0,0,0.0,0.0
AY.46.4,289568,1329,1329,1329,1329,1329,0,0,0.0,0.0
AY.46.5,276343,9154,9151,9149,9151,9149,3,3,0.00032772558444395895,0.00032772558444395895
AY.46.6,296705,616,616,616,616,616,0,0,0.0,0.0
AY.47,324156,9343,9342,9334,9342,9334,1,1,0.00010703200256876806,0.00010703200256876806
AY.48,268135,292,292,292,292,292,0,0,0.0,0.0
AY.49,283311,33,33,33,33,33,0,0,0.0,0.0
AY.5,235551,29924,29488,29480,29924,29918,436,0,0.014570244619703248,0.0
AY.5.1,289780,44,44,44,44,44,0,0,0.0,0.0
AY.5.2,286292,57,56,56,57,57,1,0,0.017543859649122806,0.0
AY.5.3,324108,499,496,496,499,499,3,0,0.006012024048096192,0.0
AY.5.4,503914,93,43,43,93,93,50,0,0.5376344086021505,0.0
AY.5.5,457638,73,70,70,70,70,3,3,0.0410958904109589,0.0410958904109589
AY.5.6,552365,2,2,2,2,2,0,0,0.0,0.0
AY.50,291240,13,13,13,13,13,0,0,0.0,0.0
AY.51,383977,56,56,56,56,56,0,0,0.0,0.0
AY.52,277855,169,169,169,169,169,0,0,0.0,0.0
AY.53,339579,79,79,79,79,79,0,0,0.0,0.0
AY.54,267151,2343,2343,2343,2343,2343,0,0,0.0,0.0
AY.55,261688,8,8,8,8,8,0,0,0.0,0.0
AY.56,289785,97,97,97,97,97,0,0,0.0,0.0
AY.57,449247,13,13,13,13,13,0,0,0.0,0.0
AY.58,251897,312,312,312,312,312,0,0,0.0,0.0
AY.59,487122,2,2,2,2,2,0,0,0.0,0.0
AY.6,241111,17242,17235,17232,17242,17242,7,0,0.00040598538452615705,0.0
AY.60,333024,60,60,59,60,59,0,0,0.0,0.0
AY.61,425169,17,15,15,17,17,2,0,0.11764705882352941,0.0
AY.62,250114,423,423,423,423,423,0,0,0.0,0.0
AY.63,458005,108,108,108,108,108,0,0,0.0,0.0
AY.64,281149,471,471,471,471,471,0,0,0.0,0.0
AY.65,276658,96,96,96,96,96,0,0,0.0,0.0
AY.66,235572,15,15,15,15,15,0,0,0.0,0.0
AY.67,264763,417,417,416,417,416,0,0,0.0,0.0
AY.68,334753,102,102,102,102,102,0,0,0.0,0.0
AY.7,253905,3643,3643,3643,3643,3643,0,0,0.0,0.0
AY.7.1,342459,84,84,84,84,84,0,0,0.0,0.0
AY.7.2,329334,79,77,77,79,79,2,0,0.02531645569620253,0.0
AY.70,239465,103,103,103,103,103,0,0,0.0,0.0
AY.71,339630,32,32,32,32,32,0,0,0.0,0.0
AY.72,392406,9,9,9,9,9,0,0,0.0,0.0
AY.73,326356,51,51,51,51,51,0,0,0.0,0.0
AY.74,433312,214,214,214,214,214,0,0,0.0,0.0
AY.75,258732,4301,3936,3860,4301,4225,365,0,0.0848639851197396,0.0
AY.75.2,409518,7,7,7,7,7,0,0,0.0,0.0
AY.77,353111,64,64,64,64,64,0,0,0.0,0.0
AY.78,759588,2,2,2,2,2,0,0,0.0,0.0
AY.79,375907,1,1,1,1,1,0,0,0.0,0.0
AY.8,242289,1344,1344,1343,1344,1343,0,0,0.0,0.0
AY.80,354240,47,47,2,47,2,0,0,0.0,0.0
AY.81,309513,46,46,46,46,46,0,0,0.0,0.0
AY.83,290045,110,110,110,110,110,0,0,0.0,0.0
AY.84,706876,12,8,8,8,8,4,4,0.3333333333333333,0.3333333333333333
AY.86,325629,16,16,16,16,16,0,0,0.0,0.0
AY.87,271260,703,703,703,703,703,0,0,0.0,0.0
AY.88,314679,178,178,178,178,178,0,0,0.0,0.0
AY.9,213786,8642,8642,8639,8642,8639,0,0,0.0,0.0
AY.9.2,217240,3326,3326,3325,3326,3325,0,0,0.0,0.0
AY.9.2.2,906350,1,1,1,1,1,0,0,0.0,0.0
AY.90,254649,1284,1284,1284,1284,1284,0,0,0.0,0.0
AY.91,286338,145,145,145,145,145,0,0,0.0,0.0
AY.92,773620,9,8,8,8,8,1,1,0.1111111111111111,0.1111111111111111
AY.94,287541,367,367,367,367,367,0,0,0.0,0.0
AY.95,264394,25,25,25,25,25,0,0,0.0,0.0
AY.98,252905,27439,27431,27429,27439,27439,8,0,0.0002915558147162798,0.0
AY.98.1,287806,1611,1611,1611,1611,1611,0,0,0.0,0.0
AY.98.1.1,721644,19,19,19,19,19,0,0,0.0,0.0
AY.99,293268,68,66,66,68,68,2,0,0.029411764705882353,0.0
AY.99.1,739229,6,6,6,6,6,0,0,0.0,0.0
AY.99.2,292462,105,105,105,105,105,0,0,0.0,0.0
AZ.2,254523,15,15,15,15,15,0,0,0.0,0.0
AZ.3,171155,162,162,162,162,162,0,0,0.0,0.0
AZ.4,241922,49,49,49,49,49,0,0,0.0,0.0
B,1,725,725,725,0,0,0,725,0.0,1.0
B.1,12,8675,8655,8655,8659,8659,20,16,0.0023054755043227667,0.0018443804034582133
B.1.1,98,8508,8508,8503,8508,8508,0,0,0.0,0.0
B.1.1.1,195,1045,1037,1037,1037,1037,8,8,0.007655502392344498,0.007655502392344498
B.1.1.10,1290,263,262,262,263,263,1,0,0.0038022813688212928,0.0
B.1.1.101,20375,1,1,1,1,1,0,0,0.0,0.0
B.1.1.107,15781,22,20,20,22,22,2,0,0.09090909090909091,0.0
B.1.1.109,16180,19,19,19,19,19,0,0,0.0,0.0
B.1.1.111,11645,26,25,25,25,25,1,1,0.038461538461538464,0.038461538461538464
B.1.1.113,3181,12,12,12,12,12,0,0,0.0,0.0
B.1.1.114,5732,2,2,2,2,2,0,0,0.0,0.0
B.1.1.115,12810,86,86,86,86,86,0,0,0.0,0.0
B.1.1.117,15158,3,2,2,3,3,1,0,0.3333333333333333,0.0
B.1.1.118,19225,4,2,2,2,2,2,2,0.5,0.5
B.1.1.119,8434,19,18,18,19,19,1,0,0.05263157894736842,0.0
B.1.1.12,26986,91,49,49,49,49,42,42,0.46153846153846156,0.46153846153846156
B.1.1.120,15286,25,25,25,25,25,0,0,0.0,0.0
B.1.1.121,15435,74,72,72,74,74,2,0,0.02702702702702703,0.0
B.1.1.122,12274,2,1,1,1,1,1,1,0.5,0.5
B.1.1.123,15518,38,37,37,38,38,1,0,0.02631578947368421,0.0
B.1.1.125,15768,68,68,68,68,68,0,0,0.0,0.0
B.1.1.128,17581,23,23,23,23,23,0,0,0.0,0.0
B.1.1.129,7022,3,3,3,3,3,0,0,0.0,0.0
B.1.1.13,551,18,18,18,18,18,0,0,0.0,0.0
B.1.1.130,23458,59,59,59,59,59,0,0,0.0,0.0
B.1.1.132,11079,52,44,44,51,51,8,1,0.15384615384615385,0.019230769230769232
B.1.1.133,24389,12,12,12,12,12,0,0,0.0,0.0
B.1.1.134,4576,35,34,34,35,35,1,0,0.02857142857142857,0.0
B.1.1.135,11947,7,6,6,7,7,1,0,0.14285714285714285,0.0
B.1.1.136,15553,31,31,31,31,31,0,0,0.0,0.0
B.1.1.137,2066,49,49,49,49,49,0,0,0.0,0.0
B.1.1.138,19403,116,115,115,115,115,1,1,0.008620689655172414,0.008620689655172414
B.1.1.139,17923,29,29,29,29,29,0,0,0.0,0.0
B.1.1.14,8644,17,17,17,17,17,0,0,0.0,0.0
B.1.1.141,253753,6,5,5,5,5,1,1,0.16666666666666666,0.16666666666666666
B.1.1.142,10042,42,2,2,2,2,40,40,0.9523809523809523,0.9523809523809523
B.1.1.145,15956,18,18,18,18,18,0,0,0.0,0.0
B.1.1.147,17677,9,9,9,9,9,0,0,0.0,0.0
B.1.1.148,25666,4,2,2,2,2,2,2,0.5,0.5
B.1.1.149,11728,54,54,54,54,54,0,0,0.0,0.0
B.1.1.15,18833,45,45,45,45,45,0,0,0.0,0.0
B.1.1.152,65239,1,1,1,1,1,0,0,0.0,0.0
B.1.1.153,116469,16,16,16,16,16,0,0,0.0,0.0
B.1.1.154,4997,19,19,19,19,19,0,0,0.0,0.0
B.1.1.155,15508,10,10,10,10,10,0,0,0.0,0.0
B.1.1.157,19525,234,234,234,234,234,0,0,0.0,0.0
B.1.1.158,24989,8,8,8,8,8,0,0,0.0,0.0
B.1.1.160,11877,9,9,9,9,9,0,0,0.0,0.0
B.1.1.162,3775,4,4,4,4,4,0,0,0.0,0.0
B.1.1.164,1125,81,78,78,81,81,3,0,0.037037037037037035,0.0
B.1.1.165,27359,50,48,48,48,48,2,2,0.04,0.04
B.1.1.166,4214,17,17,17,17,17,0,0,0.0,0.0
B.1.1.168,6469,25,23,23,25,25,2,0,0.08,0.0
B.1.1.169,10484,1,1,1,1,1,0,0,0.0,0.0
B.1.1.170,26342,94,94,94,94,94,0,0,0.0,0.0
B.1.1.171,3814,171,171,171,171,171,0,0,0.0,0.0
B.1.1.172,8824,37,34,34,37,37,3,0,0.08108108108108109,0.0
B.1.1.174,23939,92,22,22,26,26,70,66,0.7608695652173914,0.717391304347826
B.1.1.176,1923,593,593,593,593,593,0,0,0.0,0.0
B.1.1.177,18698,2,1,1,2,2,1,0,0.5,0.0
B.1.1.178,11434,14,14,14,14,14,0,0,0.0,0.0
B.1.1.181,7554,55,1,1,55,55,54,0,0.9818181818181818,0.0
B.1.1.182,72658,6,6,6,6,6,0,0,0.0,0.0
B.1.1.186,131520,21,20,20,20,20,1,1,0.047619047619047616,0.047619047619047616
B.1.1.187,25123,11,11,11,11,11,0,0,0.0,0.0
B.1.1.189,34039,57,28,28,28,28,29,29,0.5087719298245614,0.5087719298245614
B.1.1.190,3314,2,2,2,2,2,0,0,0.0,0.0
B.1.1.192,22331,32,17,17,17,17,15,15,0.46875,0.46875
B.1.1.194,4286,10,10,10,10,10,0,0,0.0,0.0
B.1.1.196,32573,108,108,108,108,108,0,0,0.0,0.0
B.1.1.197,7002,18,18,18,18,18,0,0,0.0,0.0
B.1.1.198,3511,370,367,367,370,370,3,0,0.008108108108108109,0.0
B.1.1.200,15623,94,92,92,94,94,2,0,0.02127659574468085,0.0
B.1.1.201,22764,1,1,1,1,1,0,0,0.0,0.0
B.1.1.203,16196,17,17,17,17,17,0,0,0.0,0.0
B.1.1.204,30647,62,61,61,61,61,1,1,0.016129032258064516,0.016129032258064516
B.1.1.205,13858,45,45,45,45,45,0,0,0.0,0.0
B.1.1.207,38459,107,107,107,107,107,0,0,0.0,0.0
B.1.1.208,1516,51,51,51,51,51,0,0,0.0,0.0
B.1.1.209,28862,14,14,14,14,14,0,0,0.0,0.0
B.1.1.210,18654,4,4,4,4,4,0,0,0.0,0.0
B.1.1.213,3941,36,36,36,36,36,0,0,0.0,0.0
B.1.1.216,30037,17,17,17,17,17,0,0,0.0,0.0
B.1.1.217,12469,210,210,209,210,209,0,0,0.0,0.0
B.1.1.218,26047,7,7,7,7,7,0,0,0.0,0.0
B.1.1.219,23896,2,2,2,2,2,0,0,0.0,0.0
B.1.1.220,5387,127,1,1,124,124,126,3,0.9921259842519685,0.023622047244094488
B.1.1.222,20087,639,587,587,639,639,52,0,0.081377151799687,0.0
B.1.1.225,25872,3,3,3,3,3,0,0,0.0,0.0
B.1.1.226,19292,3,3,3,3,3,0,0,0.0,0.0
B.1.1.227,17113,188,188,188,188,188,0,0,0.0,0.0
B.1.1.228,13542,50,50,50,50,50,0,0,0.0,0.0
B.1.1.231,3864,3,3,3,3,3,0,0,0.0,0.0
B.1.1.232,23010,11,11,11,11,11,0,0,0.0,0.0
B.1.1.234,33955,23,20,20,23,23,3,0,0.13043478260869565,0.0
B.1.1.236,29369,67,67,67,67,67,0,0,0.0,0.0
B.1.1.237,14621,118,118,118,118,118,0,0,0.0,0.0
B.1.1.239,23843,12,12,12,12,12,0,0,0.0,0.0
B.1.1.240,27219,144,144,144,144,144,0,0,0.0,0.0
B.1.1.241,24323,53,53,53,53,53,0,0,0.0,0.0
B.1.1.242,26351,1,1,1,1,1,0,0,0.0,0.0
B.1.1.243,69782,5,5,5,5,5,0,0,0.0,0.0
B.1.1.249,5035,7,7,7,7,7,0,0,0.0,0.0
B.1.1.25,12479,239,221,221,221,221,18,18,0.07531380753138076,0.07531380753138076
B.1.1.253,12756,287,284,284,287,287,3,0,0.010452961672473868,0.0
B.1.1.254,17026,5,5,5,5,5,0,0,0.0,0.0
B.1.1.255,14383,238,238,238,238,238,0,0,0.0,0.0
B.1.1.256,11350,53,53,53,53,53,0,0,0.0,0.0
B.1.1.257,191,22,22,22,22,22,0,0,0.0,0.0
B.1.1.258,18278,2,2,2,2,2,0,0,0.0,0.0
B.1.1.261,22108,3,3,3,3,3,0,0,0.0,0.0
B.1.1.262,10982,48,48,48,48,48,0,0,0.0,0.0
B.1.1.263,29027,2,2,2,2,2,0,0,0.0,0.0
B.1.1.266,24553,16,13,13,13,13,3,3,0.1875,0.1875
B.1.1.268,19671,2,1,1,1,1,1,1,0.5,0.5
B.1.1.269,19347,141,141,141,141,141,0,0,0.0,0.0
B.1.1.270,2202,39,39,39,39,39,0,0,0.0,0.0
B.1.1.273,18119,5,5,5,5,5,0,0,0.0,0.0
B.1.1.274,15967,63,62,62,63,63,1,0,0.015873015873015872,0.0
B.1.1.275,4607,4,4,4,4,4,0,0,0.0,0.0
B.1.1.277,747,199,183,183,199,199,16,0,0.08040201005025126,0.0
B.1.1.279,2130,657,657,657,657,657,0,0,0.0,0.0
B.1.1.28,1927,66,63,63,66,66,3,0,0.045454545454545456,0.0
B.1.1.280,29517,5,4,4,4,4,1,1,0.2,0.2
B.1.1.282,20724,1,1,1,1,1,0,0,0.0,0.0
B.1.1.285,19052,1,1,1,1,1,0,0,0.0,0.0
B.1.1.286,22390,258,238,238,238,238,20,20,0.07751937984496124,0.07751937984496124
B.1.1.289,2509,161,161,161,161,161,0,0,0.0,0.0
B.1.1.29,9124,24,24,24,24,24,0,0,0.0,0.0
B.1.1.294,13562,80,80,80,80,80,0,0,0.0,0.0
B.1.1.296,1129,35,35,35,35,35,0,0,0.0,0.0
B.1.1.297,54584,1,1,1,1,1,0,0,0.0,0.0
B.1.1.299,15963,61,61,61,61,61,0,0,0.0,0.0
B.1.1.3,1432,83,83,83,83,83,0,0,0.0,0.0
B.1.1.300,17182,78,78,78,78,78,0,0,0.0,0.0
B.1.1.301,14790,622,622,622,622,622,0,0,0.0,0.0
B.1.1.302,23604,22,21,21,22,22,1,0,0.045454545454545456,0.0
B.1.1.303,18832,258,258,258,258,258,0,0,0.0,0.0
B.1.1.304,21543,19,19,19,19,19,0,0,0.0,0.0
B.1.1.305,24106,49,49,49,49,49,0,0,0.0,0.0
B.1.1.306,15772,12,11,11,12,12,1,0,0.08333333333333333,0.0
B.1.1.307,23161,1533,1533,1532,1533,1532,0,0,0.0,0.0
B.1.1.308,31188,60,60,58,60,58,0,0,0.0,0.0
B.1.1.309,24738,115,115,115,115,115,0,0,0.0,0.0
B.1.1.310,26535,44,44,44,44,44,0,0,0.0,0.0
B.1.1.311,87,1895,1893,1893,1895,1895,2,0,0.0010554089709762533,0.0
B.1.1.312,26057,174,174,174,174,174,0,0,0.0,0.0
B.1.1.315,32546,18,18,18,18,18,0,0,0.0,0.0
B.1.1.316,41346,249,249,249,249,249,0,0,0.0,0.0
B.1.1.317,28572,12,8,8,11,11,4,1,0.3333333333333333,0.08333333333333333
B.1.1.318,139608,741,741,741,741,741,0,0,0.0,0.0
B.1.1.322,151106,5,5,5,5,5,0,0,0.0,0.0
B.1.1.323,157,10,10,10,10,10,0,0,0.0,0.0
B.1.1.329,49226,14,14,14,14,14,0,0,0.0,0.0
B.1.1.33,257,81,79,79,81,81,2,0,0.024691358024691357,0.0
B.1.1.333,94588,87,87,87,87,87,0,0,0.0,0.0
B.1.1.339,1285,5,5,5,5,5,0,0,0.0,0.0
B.1.1.34,1239,2,1,1,1,1,1,1,0.5,0.5
B.1.1.341,30373,10,10,10,10,10,0,0,0.0,0.0
B.1.1.342,18784,1,1,1,1,1,0,0,0.0,0.0
